model_name,chunker,token_size,overlap,loss_total,ndcg_at_10,map_at_10,mrr_at_10,recall_at_20,precision_at_1,precision_at_10,loss_ndcg,loss_map,loss_mrr,loss_rec,loss_decay,loss_rob,loss_cost,nauc_ndcg_at_10_max,nauc_ndcg_at_10_std,cost_norm,rel_path
intfloat_e5_base,semantic_recursive,256,0,0.725173,0.170990,0.090870,0.321710,0.295040,0.188030,0.142230,0.829010,0.909130,0.678290,0.704960,0.243578,0.395772,0.000000,0.124602,-0.007513,1.000000,intfloat_e5_base_semantic_recursive_c256_o0/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_large,hierarchical_section,192,16,0.725341,0.181950,0.097830,0.339214,0.316100,0.197480,0.150420,0.818050,0.902170,0.660786,0.683900,0.238303,0.608015,0.000000,0.082430,0.008066,1.000000,intfloat_e5_large_hierarchical_section_c192_o16/results/intfloat__e5-large_4dc6d853a804b9c8886ede6dda8a073b7dc08a81/intfloat__e5-large/4dc6d853a804b9c8886ede6dda8a073b7dc08a81
intfloat_e5_small,semantic_recursive,256,48,0.725432,0.179050,0.096480,0.333834,0.302360,0.193280,0.148210,0.820950,0.903520,0.666166,0.697640,0.233185,0.545205,0.000000,0.091410,0.000902,1.000000,intfloat_e5_small_semantic_recursive_c256_o48/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
intfloat_e5_small,fixed_token,192,32,0.725687,0.169610,0.091400,0.309537,0.289400,0.171220,0.142020,0.830390,0.908600,0.690463,0.710600,0.170541,0.433155,0.000000,0.133910,0.041082,1.000000,intfloat_e5_small_fixed_token_c192_o32/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
BAAI_bge_large_en_v1.5,hierarchical_section,192,16,0.725741,0.181310,0.097450,0.334328,0.312960,0.200630,0.151160,0.818690,0.902550,0.665672,0.687040,0.246573,0.584410,0.000000,0.090878,0.015520,1.000000,BAAI_bge_large_en_v1.5_hierarchical_section_c192_o16/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_multilingual_e5_base,recursive_token,256,64,0.725790,0.166770,0.087720,0.314541,0.288820,0.171220,0.138450,0.833230,0.912280,0.685459,0.711180,0.191391,0.382933,0.000000,0.140331,0.033835,1.000000,intfloat_multilingual_e5_base_recursive_token_c256_o64/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
nomic_ai_nomic_embed_text_v1,recursive_token,192,0,0.725913,0.176320,0.093710,0.324293,0.308410,0.178570,0.144850,0.823680,0.906290,0.675707,0.691590,0.188834,0.556560,0.000000,0.096666,-0.015956,1.000000,nomic_ai_nomic_embed_text_v1_recursive_token_c192_o0/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
BAAI_bge_large_en_v1.5,semantic_recursive,256,64,0.726059,0.181620,0.097650,0.328889,0.315310,0.188030,0.155360,0.818380,0.902350,0.671111,0.684690,0.173749,0.661013,0.000000,0.071493,0.007391,1.000000,BAAI_bge_large_en_v1.5_semantic_recursive_c256_o64/results/BAAI__bge-large-en-v1.5_d4aa6901d3a41ba39fb536a557fa166f842b0e09/BAAI__bge-large-en-v1.5/d4aa6901d3a41ba39fb536a557fa166f842b0e09
intfloat_e5_base,hierarchical_section,192,16,0.726075,0.168080,0.089770,0.313987,0.297450,0.173320,0.140970,0.831920,0.910230,0.686013,0.702550,0.186649,0.429522,0.000000,0.127701,0.027211,1.000000,intfloat_e5_base_hierarchical_section_c192_o16/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
intfloat_e5_small,semantic_fixed,192,16,0.726290,0.167920,0.088430,0.317560,0.288240,0.188030,0.136550,0.832080,0.911570,0.682440,0.711760,0.273786,0.328610,0.000000,0.134699,-0.000842,1.000000,intfloat_e5_small_semantic_fixed_c192_o16/results/intfloat__e5-small_e272f3049e853b47cb5ca3952268c6662abda68f/intfloat__e5-small/e272f3049e853b47cb5ca3952268c6662abda68f
nomic_ai_nomic_embed_text_v1,hierarchical_section,192,48,0.726361,0.167940,0.088250,0.310932,0.298220,0.176470,0.142860,0.832060,0.911750,0.689068,0.701780,0.190457,0.419533,0.000000,0.124606,0.017025,1.000000,nomic_ai_nomic_embed_text_v1_hierarchical_section_c192_o48/results/nomic-ai__nomic-embed-text-v1_0759316f275aa0cb93a5b830973843ca66babcf5/nomic-ai__nomic-embed-text-v1/0759316f275aa0cb93a5b830973843ca66babcf5
intfloat_multilingual_e5_base,semantic_fixed,192,0,0.726392,0.171530,0.089820,0.327180,0.299460,0.189080,0.141600,0.828470,0.910180,0.672820,0.700540,0.251111,0.433060,0.000000,0.125574,0.024372,1.000000,intfloat_multilingual_e5_base_semantic_fixed_c192_o0/results/intfloat__multilingual-e5-base_d13f1b27baf31030b7fd040960d60d909913633f/intfloat__multilingual-e5-base/d13f1b27baf31030b7fd040960d60d909913633f
intfloat_e5_base,recursive_token,192,32,0.727776,0.165160,0.086880,0.314415,0.291540,0.176470,0.136760,0.834840,0.913120,0.685585,0.708460,0.225024,0.376358,0.000000,0.137158,0.024859,1.000000,intfloat_e5_base_recursive_token_c192_o32/results/intfloat__e5-base_b533fe4636f4a2507c08ddab40644d20b0006d6a/intfloat__e5-base/b533fe4636f4a2507c08ddab40644d20b0006d6a
